age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
"[19, 29]",Self-employed,"[23740, 183285]",Higher,"[9, 10]",Separated,Management,Unmarried,White,Female,0,0,"[36, 38]",North-America,>50K
"[19, 29]",Private,"[23740, 183285]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,"[36, 38]",North-America,>50K
"[19, 29]",Private,"[23740, 183285]",Secondary,"[9, 10]",Separated,Service,Unmarried,Black,Female,0,0,"[36, 38]",North-America,<=50K
"[19, 29]",Government,"[23740, 183285]",Basic,"[9, 10]",Married,Manual,Husband,Black,Male,0,0,"[36, 38]",North-America,<=50K
"[29, 37]",Private,"[44364, 182162]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[36, 38]",North-America,<=50K
"[29, 37]",Private,"[44364, 182162]",Secondary,"[9, 10]",Separated,Tech,Unmarried,White,Female,0,0,"[36, 38]",North-America,<=50K
"[29, 37]",Government,"[44364, 182162]",Higher,"[9, 10]",Married,Tech,Husband,White,Male,0,0,"[36, 38]",North-America,>50K
"[29, 37]",Private,"[44364, 182162]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,"[36, 38]",North-America,<=50K
"[29, 37]",Other,"[44364, 182162]",Secondary,"[9, 10]",Married,Other,Husband,Asian-Pac-Islander,Male,0,0,"[36, 38]",Other,>50K
"[29, 37]",Private,"[44364, 182162]",Secondary,"[9, 10]",Separated,Management,Not-in-family,White,Male,0,0,"[36, 38]",North-America,<=50K
"[29, 37]",Private,"[44364, 182162]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[36, 38]",North-America,<=50K
"[29, 37]",Government,"[44364, 182162]",Higher,"[9, 10]",Single,Service,Not-in-family,White,Male,0,0,"[36, 38]",North-America,<=50K
"[18, 24]",Private,"[29810, 177578]",Secondary,"[9, 10]",Single,Sales,Own-child,Black,Male,0,0,38,North-America,<=50K
"[18, 24]",Private,"[29810, 177578]",Higher,"[9, 10]",Separated,Management,Own-child,White,Male,0,0,38,North-America,<=50K
"[18, 24]",Government,"[29810, 177578]",Secondary,"[9, 10]",Married,Clerical,Own-child,White,Male,0,0,38,North-America,<=50K
"[18, 24]",Government,"[29810, 177578]",Secondary,"[9, 10]",Married,Service,Husband,Black,Male,0,0,38,North-America,<=50K
"[18, 24]",Private,"[29810, 177578]",Basic,"[9, 10]",Single,Manual,Unmarried,White,Male,0,0,38,Other,<=50K
"[18, 24]",Private,"[29810, 177578]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,38,North-America,<=50K
"[18, 24]",Private,"[29810, 177578]",Secondary,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,38,North-America,<=50K
"[18, 24]",Private,"[29810, 177578]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,38,Other,>50K
"[24, 28]",Self-employed,"[70604, 167336]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[24, 28]",Private,"[70604, 167336]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[24, 28]",Self-employed,"[70604, 167336]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[24, 28]",Private,"[70604, 167336]",Higher,"[9, 10]",Married,Tech,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[24, 28]",Private,"[70604, 167336]",Secondary,"[9, 10]",Separated,Clerical,Unmarried,White,Female,0,0,"[38, 40]",North-America,<=50K
"[24, 28]",Private,"[70604, 167336]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,"[38, 40]",North-America,<=50K
"[24, 28]",Government,"[70604, 167336]",Higher,"[9, 10]",Married,Professional,Husband,Black,Male,0,0,"[38, 40]",North-America,>50K
"[24, 28]",Private,"[70604, 167336]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[29, 36]",Private,"[29361, 123157]",Higher,9,Separated,Management,Unmarried,White,Female,0,0,38,North-America,<=50K
"[29, 36]",Government,"[29361, 123157]",Higher,9,Married,Manual,Husband,White,Male,0,0,38,North-America,<=50K
"[29, 36]",Private,"[29361, 123157]",Higher,9,Single,Professional,Not-in-family,White,Male,0,0,38,North-America,<=50K
"[29, 36]",Private,"[29361, 123157]",Secondary,9,Married,Management,Wife,Other,Female,0,0,38,North-America,<=50K
"[29, 36]",Private,"[29361, 123157]",Secondary,9,Single,Service,Own-child,White,Female,0,0,38,Other,<=50K
"[29, 36]",Private,"[29361, 123157]",Higher,9,Married,Professional,Wife,White,Female,0,0,38,Other,>50K
"[29, 36]",Government,"[29361, 123157]",Higher,9,Separated,Management,Not-in-family,White,Male,0,0,38,North-America,>50K
"[29, 36]",Self-employed,"[29361, 123157]",Secondary,9,Separated,Management,Not-in-family,White,Male,0,0,38,North-America,<=50K
"[29, 35]",Private,"[159548, 183845]",Secondary,"[9, 10]",Married,Tech,Husband,White,Male,0,0,"[38, 39]",North-America,>50K
"[29, 35]",Private,"[159548, 183845]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",Central-America,<=50K
"[29, 35]",Private,"[159548, 183845]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,"[38, 39]",Other,<=50K
"[29, 35]",Private,"[159548, 183845]",Secondary,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 35]",Private,"[159548, 183845]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 35]",Private,"[159548, 183845]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 35]",Other,"[159548, 183845]",Basic,"[9, 10]",Married,Other,Not-in-family,White,Male,0,0,"[38, 39]",Other,<=50K
"[29, 35]",Private,"[159548, 183845]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[19, 23]",Private,"[33831, 129934]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[19, 23]",Private,"[33831, 129934]",Secondary,"[9, 10]",Separated,Tech,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 129934]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 129934]",Secondary,"[9, 10]",Separated,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 129934]",Secondary,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,40,North-America,>50K
"[19, 23]",Self-employed,"[33831, 129934]",Secondary,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[19, 23]",Other,"[33831, 129934]",Secondary,"[9, 10]",Single,Other,Own-child,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 129934]",Secondary,"[9, 10]",Single,Professional,Own-child,White,Male,0,0,40,North-America,<=50K
"[19, 22]",Private,"[143867, 184207]",Higher,"[9, 10]",Separated,Sales,Own-child,Black,Female,0,0,40,North-America,<=50K
"[19, 22]",Self-employed,"[143867, 184207]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[19, 22]",Private,"[143867, 184207]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[19, 22]",Private,"[143867, 184207]",Secondary,"[9, 10]",Married,Professional,Other-relative,White,Male,0,0,40,North-America,<=50K
"[19, 22]",Private,"[143867, 184207]",Secondary,"[9, 10]",Single,Service,Own-child,White,Male,0,0,40,Central-America,<=50K
"[19, 22]",Private,"[143867, 184207]",Higher,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,40,North-America,<=50K
"[19, 22]",Other,"[143867, 184207]",Basic,"[9, 10]",Married,Other,Husband,White,Male,0,0,40,North-America,<=50K
"[19, 22]",Private,"[143867, 184207]",Basic,"[9, 10]",Single,Service,Own-child,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Government,"[67467, 163189]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 163189]",Secondary,"[9, 10]",Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 163189]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,Other,<=50K
"[23, 27]",Private,"[67467, 163189]",Secondary,"[9, 10]",Married,Service,Wife,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 163189]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 163189]",Secondary,"[9, 10]",Separated,Manual,Not-in-family,White,Female,0,0,40,North-America,>50K
"[23, 27]",Private,"[67467, 163189]",Secondary,"[9, 10]",Separated,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Government,"[67467, 163189]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[24, 27]",Private,"[163396, 184216]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Private,"[163396, 184216]",Basic,"[9, 10]",Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Government,"[163396, 184216]",Higher,"[9, 10]",Single,Professional,Not-in-family,White,Female,0,0,40,North-America,>50K
"[24, 27]",Private,"[163396, 184216]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Private,"[163396, 184216]",Secondary,"[9, 10]",Separated,Manual,Unmarried,White,Female,0,0,40,North-America,<=50K
"[24, 27]",Private,"[163396, 184216]",Secondary,"[9, 10]",Separated,Manual,Unmarried,Black,Female,0,0,40,North-America,<=50K
"[24, 27]",Private,"[163396, 184216]",Secondary,"[9, 10]",Married,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[24, 27]",Government,"[163396, 184216]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Government,"[33678, 88419]",Secondary,9,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Self-employed,"[33678, 88419]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Private,"[33678, 88419]",Secondary,9,Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Private,"[33678, 88419]",Higher,9,Separated,Management,Unmarried,White,Female,0,0,40,Other,<=50K
"[28, 32]",Government,"[33678, 88419]",Secondary,9,Single,Service,Own-child,Black,Male,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 88419]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Private,"[33678, 88419]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Self-employed,"[33678, 88419]",Higher,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[133846, 184723]",Secondary,"[9, 10]",Single,Tech,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[133846, 184723]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Self-employed,"[133846, 184723]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Other,"[133846, 184723]",Basic,"[9, 10]",Single,Other,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[133846, 184723]",Basic,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Government,"[133846, 184723]",Secondary,"[9, 10]",Single,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[133846, 184723]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Private,"[133846, 184723]",Higher,"[9, 10]",Single,Sales,Other-relative,White,Male,0,0,40,North-America,<=50K
"[32, 35]",Private,"[59944, 160634]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[32, 35]",Self-employed,"[59944, 160634]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[32, 35]",Private,"[59944, 160634]",Secondary,"[9, 10]",Married,Sales,Wife,White,Female,0,0,40,North-America,<=50K
"[32, 35]",Private,"[59944, 160634]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Female,0,0,40,North-America,<=50K
"[32, 35]",Private,"[59944, 160634]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 35]",Self-employed,"[59944, 160634]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 35]",Government,"[59944, 160634]",Higher,"[9, 10]",Married,Manual,Husband,Black,Male,0,0,40,North-America,>50K
"[32, 35]",Private,"[59944, 160634]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[160910, 180805]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[160910, 180805]",Secondary,"[9, 10]",Single,Service,Own-child,White,Female,0,0,40,North-America,<=50K
"[32, 37]",Private,"[160910, 180805]",Higher,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[160910, 180805]",Higher,"[9, 10]",Single,Management,Own-child,Black,Male,0,0,40,Other,<=50K
"[32, 37]",Government,"[160910, 180805]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[32, 37]",Private,"[160910, 180805]",Secondary,"[9, 10]",Single,Service,Own-child,Black,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[160910, 180805]",Higher,"[9, 10]",Married,Management,Wife,White,Female,0,0,40,North-America,>50K
"[32, 37]",Private,"[160910, 180805]",Secondary,"[9, 10]",Single,Clerical,Own-child,White,Female,0,0,40,North-America,<=50K
"[18, 20]",Private,"[71076, 158343]",Higher,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,40,North-America,>50K
"[18, 20]",Other,"[71076, 158343]",Secondary,"[9, 10]",Married,Other,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 20]",Private,"[71076, 158343]",Secondary,"[9, 10]",Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[18, 20]",Private,"[71076, 158343]",Higher,"[9, 10]",Single,Sales,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 20]",Private,"[71076, 158343]",Secondary,"[9, 10]",Single,Service,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 20]",Self-employed,"[71076, 158343]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 20]",Private,"[71076, 158343]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 23]",Private,"[61850, 157541]",Higher,"[9, 10]",Separated,Tech,Not-in-family,Black,Female,0,0,40,North-America,<=50K
"[20, 23]",Government,"[61850, 157541]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,Other,>50K
"[20, 23]",Self-employed,"[61850, 157541]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 23]",Private,"[61850, 157541]",Higher,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,40,North-America,<=50K
"[20, 23]",Private,"[61850, 157541]",Secondary,"[9, 10]",Single,Sales,Own-child,White,Male,0,0,40,North-America,<=50K
"[20, 23]",Private,"[61850, 157541]",Secondary,"[9, 10]",Married,Manual,Husband,Asian-Pac-Islander,Male,0,0,40,North-America,>50K
"[20, 23]",Self-employed,"[61850, 157541]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 23]",Private,"[61850, 157541]",Secondary,"[9, 10]",Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[18, 21]",Private,"[160968, 166851]",Secondary,"[9, 10]",Single,Service,Own-child,White,Male,0,0,40,Central-America,<=50K
"[18, 21]",Private,"[160968, 166851]",Higher,"[9, 10]",Single,Professional,Not-in-family,White,Female,0,0,40,North-America,>50K
"[18, 21]",Private,"[160968, 166851]",Secondary,"[9, 10]",Single,Tech,Other-relative,White,Male,0,0,40,North-America,<=50K
"[18, 21]",Private,"[160968, 166851]",Secondary,"[9, 10]",Single,Manual,Unmarried,Black,Female,0,0,40,North-America,<=50K
"[18, 21]",Private,"[160968, 166851]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 21]",Private,"[160968, 166851]",Secondary,"[9, 10]",Separated,Service,Unmarried,White,Female,0,0,40,North-America,<=50K
"[18, 21]",Private,"[160968, 166851]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 21]",Other,"[160968, 166851]",Secondary,"[9, 10]",Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[21, 23]",Government,"[163870, 184543]",Secondary,"[9, 10]",Separated,Clerical,Unmarried,White,Female,0,0,40,Central-America,<=50K
"[21, 23]",Private,"[163870, 184543]",Secondary,"[9, 10]",Single,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[21, 23]",Private,"[163870, 184543]",Higher,"[9, 10]",Single,Management,Other-relative,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[21, 23]",Private,"[163870, 184543]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[21, 23]",Other,"[163870, 184543]",Secondary,"[9, 10]",Separated,Other,Not-in-family,White,Male,0,0,40,North-America,>50K
"[21, 23]",Private,"[163870, 184543]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[21, 23]",Private,"[163870, 184543]",Higher,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[21, 23]",Self-employed,"[163870, 184543]",Secondary,"[9, 10]",Separated,Sales,Unmarried,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 88126]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 88126]",Higher,9,Separated,Service,Other-relative,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Other,"[33610, 88126]",Basic,9,Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 88126]",Secondary,9,Single,Service,Unmarried,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Self-employed,"[33610, 88126]",Higher,9,Separated,Management,Unmarried,Asian-Pac-Islander,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 88126]",Secondary,9,Single,Management,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[23, 27]",Self-employed,"[33610, 88126]",Higher,9,Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[33610, 88126]",Secondary,9,Separated,Service,Unmarried,White,Female,0,0,40,Central-America,<=50K
"[24, 27]",Government,"[88922, 157894]",Higher,"[9, 10]",Single,Management,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Government,"[88922, 157894]",Higher,"[9, 10]",Separated,Service,Unmarried,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Private,"[88922, 157894]",Basic,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Government,"[88922, 157894]",Higher,"[9, 10]",Separated,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[24, 27]",Private,"[88922, 157894]",Secondary,"[9, 10]",Single,Service,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Government,"[88922, 157894]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,<=50K
"[24, 27]",Private,"[88922, 157894]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[24, 27]",Private,"[88922, 157894]",Higher,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[160261, 169727]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[160261, 169727]",Secondary,"[9, 10]",Married,Sales,Unmarried,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 169727]",Secondary,"[9, 10]",Single,Manual,Own-child,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 169727]",Secondary,"[9, 10]",Single,Manual,Not-in-family,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 169727]",Secondary,"[9, 10]",Single,Service,Own-child,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 169727]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[160261, 169727]",Secondary,"[9, 10]",Married,Management,Husband,Black,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[160261, 169727]",Secondary,"[9, 10]",Separated,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 26]",Private,"[161874, 182812]",Secondary,10,Single,Manual,Not-in-family,Black,Male,0,0,40,North-America,<=50K
"[23, 26]",Private,"[161874, 182812]",Basic,10,Married,Manual,Husband,White,Male,0,0,40,Central-America,>50K
"[23, 26]",Government,"[161874, 182812]",Secondary,10,Married,Clerical,Husband,White,Male,0,0,40,North-America,>50K
"[23, 26]",Private,"[161874, 182812]",Secondary,10,Married,Clerical,Husband,Black,Male,0,0,40,North-America,<=50K
"[23, 26]",Self-employed,"[161874, 182812]",Higher,10,Separated,Management,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 26]",Other,"[161874, 182812]",Higher,10,Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 26]",Private,"[161874, 182812]",Higher,10,Married,Professional,Wife,White,Female,0,0,40,North-America,<=50K
"[23, 26]",Government,"[161874, 182812]",Higher,10,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[27, 29]",Private,"[60288, 82488]",Secondary,9,Separated,Manual,Not-in-family,Black,Female,0,0,40,North-America,<=50K
"[27, 29]",Private,"[60288, 82488]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[27, 29]",Government,"[60288, 82488]",Higher,9,Married,Manual,Husband,Black,Male,0,0,40,North-America,<=50K
"[27, 29]",Private,"[60288, 82488]",Secondary,9,Married,Tech,Husband,White,Male,0,0,40,North-America,<=50K
"[27, 29]",Government,"[60288, 82488]",Higher,9,Married,Tech,Husband,White,Male,0,0,40,North-America,<=50K
"[27, 29]",Private,"[60288, 82488]",Basic,9,Married,Manual,Other-relative,White,Male,0,0,40,Central-America,<=50K
"[27, 29]",Private,"[60288, 82488]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[27, 29]",Government,"[60288, 82488]",Higher,9,Single,Management,Not-in-family,White,Female,0,0,40,North-America,>50K
"[29, 31]",Private,"[59083, 84560]",Higher,9,Married,Professional,Other-relative,White,Male,0,0,40,North-America,>50K
"[29, 31]",Self-employed,"[59083, 84560]",Secondary,9,Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[29, 31]",Private,"[59083, 84560]",Higher,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[29, 31]",Other,"[59083, 84560]",Secondary,9,Single,Other,Own-child,White,Male,0,0,40,Other,<=50K
"[29, 31]",Private,"[59083, 84560]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[29, 31]",Government,"[59083, 84560]",Secondary,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[29, 31]",Government,"[59083, 84560]",Secondary,9,Separated,Clerical,Unmarried,White,Female,0,0,40,North-America,<=50K
"[29, 31]",Private,"[59083, 84560]",Basic,9,Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 31]",Private,"[129624, 169631]",Higher,"[9, 10]",Married,Service,Husband,Black,Male,0,0,40,North-America,>50K
"[28, 31]",Private,"[129624, 169631]",Secondary,"[9, 10]",Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[28, 31]",Self-employed,"[129624, 169631]",Secondary,"[9, 10]",Married,Sales,Wife,White,Female,0,0,40,North-America,>50K
"[28, 31]",Private,"[129624, 169631]",Basic,"[9, 10]",Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
