age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29,Government,"[29361, 34292]",Higher,9,Married,Manual,Husband,White,Male,0,0,38,North-America,<=50K
"[30, 31]",Private,"[46144, 51471]",Higher,9,Single,Professional,Not-in-family,White,Male,0,0,38,North-America,<=50K
"[30, 31]",Private,"[46144, 51471]",Secondary,9,Married,Management,Wife,Other,Female,0,0,38,North-America,<=50K
"[33, 35]",Private,"[54159, 106938]",Secondary,9,Single,Service,Own-child,White,Female,0,0,38,Other,<=50K
"[33, 35]",Private,"[54159, 106938]",Higher,9,Married,Professional,Wife,White,Female,0,0,38,Other,>50K
"[33, 36]",Government,"[116608, 123157]",Higher,9,Separated,Management,Not-in-family,White,Male,0,0,38,North-America,>50K
"[33, 36]",Self-employed,"[116608, 123157]",Secondary,9,Separated,Management,Not-in-family,White,Male,0,0,38,North-America,<=50K
"[30, 31]",Private,"[164190, 176410]",Secondary,9,Married,Tech,Husband,White,Male,0,0,38,North-America,>50K
"[30, 31]",Private,"[164190, 176410]",Basic,9,Married,Manual,Husband,White,Male,0,0,38,Central-America,<=50K
"[29, 32]",Private,"[169240, 180916]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,38,Other,<=50K
"[29, 32]",Private,"[169240, 180916]",Secondary,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,38,North-America,<=50K
"[33, 35]",Private,"[179171, 183845]",Secondary,9,Married,Manual,Husband,White,Male,0,0,38,North-America,<=50K
"[33, 35]",Private,"[179171, 183845]",Higher,9,Married,Sales,Husband,White,Male,0,0,38,North-America,<=50K
"[33, 35]",Other,"[159548, 180988]",Basic,10,Married,Other,Not-in-family,White,Male,0,0,"[38, 39]",Other,<=50K
"[33, 35]",Private,"[159548, 180988]",Secondary,10,Married,Manual,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[21, 22]",Private,"[33831, 59924]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[21, 22]",Private,"[33831, 59924]",Secondary,9,Separated,Tech,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[22, 23]",Private,"[61499, 62278]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[22, 23]",Private,"[61499, 62278]",Secondary,9,Separated,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[19, 22]",Private,"[68678, 71650]",Secondary,9,Married,Clerical,Wife,White,Female,0,0,40,North-America,>50K
"[19, 22]",Self-employed,"[68678, 71650]",Secondary,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
22,Other,"[83315, 129934]",Secondary,"[9, 10]",Single,Other,Own-child,White,Male,0,0,40,North-America,<=50K
22,Private,"[83315, 129934]",Secondary,"[9, 10]",Single,Professional,Own-child,White,Male,0,0,40,North-America,<=50K
"[21, 22]",Private,"[165475, 166371]",Higher,9,Separated,Sales,Own-child,Black,Female,0,0,40,North-America,<=50K
"[21, 22]",Self-employed,"[165475, 166371]",Higher,9,Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[19, 20]",Private,"[143867, 157595]",Secondary,10,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[19, 20]",Private,"[143867, 157595]",Secondary,10,Married,Professional,Other-relative,White,Male,0,0,40,North-America,<=50K
"[19, 20]",Private,"[182342, 184207]",Secondary,10,Single,Service,Own-child,White,Male,0,0,40,Central-America,<=50K
"[19, 20]",Private,"[182342, 184207]",Higher,10,Married,Clerical,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 21]",Other,"[162160, 183594]",Basic,10,Married,Other,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 21]",Private,"[162160, 183594]",Basic,10,Single,Service,Own-child,White,Female,0,0,40,North-America,<=50K
"[25, 27]",Government,"[67467, 85126]",Basic,9,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[25, 27]",Private,"[67467, 85126]",Secondary,9,Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[24, 25]",Private,"[86872, 162282]",Higher,9,Married,Service,Husband,White,Male,0,0,40,Other,<=50K
"[24, 25]",Private,"[86872, 162282]",Secondary,9,Married,Service,Wife,White,Female,0,0,40,North-America,<=50K
"[23, 25]",Private,"[129784, 160398]",Secondary,10,Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 25]",Private,"[129784, 160398]",Secondary,10,Separated,Manual,Not-in-family,White,Female,0,0,40,North-America,>50K
"[25, 26]",Private,"[157900, 163189]",Secondary,10,Separated,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[25, 26]",Government,"[157900, 163189]",Secondary,10,Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[26, 27]",Private,"[165673, 168827]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[26, 27]",Private,"[165673, 168827]",Basic,9,Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[25, 26]",Government,"[163396, 181666]",Higher,10,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,>50K
"[25, 26]",Private,"[163396, 181666]",Higher,10,Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
24,Private,"[181820, 184216]",Secondary,10,Separated,Manual,Unmarried,White,Female,0,0,40,North-America,<=50K
24,Private,"[181820, 184216]",Secondary,10,Separated,Manual,Unmarried,Black,Female,0,0,40,North-America,<=50K
"[25, 26]",Private,"[181772, 182308]",Secondary,10,Married,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[25, 26]",Government,"[181772, 182308]",Higher,10,Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[29, 30]",Government,"[33678, 59732]",Secondary,9,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[29, 30]",Self-employed,"[33678, 59732]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[28, 29]",Private,"[82393, 88419]",Secondary,9,Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[28, 29]",Private,"[82393, 88419]",Higher,9,Separated,Management,Unmarried,White,Female,0,0,40,Other,<=50K
"[31, 32]",Government,"[59732, 63910]",Secondary,9,Single,Service,Own-child,Black,Male,0,0,40,North-America,<=50K
"[31, 32]",Private,"[59732, 63910]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[31, 32]",Private,"[80058, 83446]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[31, 32]",Self-employed,"[80058, 83446]",Higher,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
28,Private,"[162343, 163320]",Secondary,9,Single,Tech,Own-child,White,Female,0,0,40,North-America,<=50K
28,Private,"[162343, 163320]",Secondary,9,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Self-employed,"[164507, 166320]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Other,"[164507, 166320]",Basic,9,Single,Other,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 31]",Private,"[166626, 169069]",Basic,9,Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[28, 31]",Government,"[166626, 169069]",Secondary,9,Single,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
29,Private,"[133846, 184723]",Secondary,10,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
29,Private,"[133846, 184723]",Higher,10,Single,Sales,Other-relative,White,Male,0,0,40,North-America,<=50K
"[32, 33]",Private,"[59944, 62272]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[32, 33]",Self-employed,"[59944, 62272]",Secondary,9,Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[34, 35]",Private,"[62124, 65706]",Secondary,9,Married,Sales,Wife,White,Female,0,0,40,North-America,<=50K
"[34, 35]",Private,"[62124, 65706]",Secondary,9,Single,Manual,Own-child,White,Female,0,0,40,North-America,<=50K
34,Private,"[73161, 134886]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
34,Self-employed,"[73161, 134886]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 34]",Government,"[157747, 160634]",Higher,10,Married,Manual,Husband,Black,Male,0,0,40,North-America,>50K
"[32, 34]",Private,"[157747, 160634]",Secondary,10,Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 34]",Private,"[164748, 177675]",Secondary,9,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[32, 34]",Private,"[164748, 177675]",Secondary,9,Single,Service,Own-child,White,Female,0,0,40,North-America,<=50K
"[35, 36]",Private,"[162256, 163392]",Higher,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,<=50K
"[35, 36]",Private,"[162256, 163392]",Higher,"[9, 10]",Single,Management,Own-child,Black,Male,0,0,40,Other,<=50K
36,Government,"[162651, 166606]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
36,Private,"[162651, 166606]",Secondary,9,Single,Service,Own-child,Black,Male,0,0,40,North-America,<=50K
"[36, 37]",Private,"[160910, 180805]",Higher,9,Married,Management,Wife,White,Female,0,0,40,North-America,>50K
"[36, 37]",Private,"[160910, 180805]",Secondary,9,Single,Clerical,Own-child,White,Female,0,0,40,North-America,<=50K
18,Private,"[71076, 87169]",Higher,9,Married,Clerical,Husband,White,Male,0,0,40,North-America,>50K
18,Other,"[71076, 87169]",Secondary,9,Married,Other,Husband,White,Male,0,0,40,North-America,<=50K
18,Private,"[71076, 87169]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[19, 20]",Private,"[79691, 80710]",Higher,9,Single,Sales,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[19, 20]",Private,"[79691, 80710]",Secondary,9,Single,Service,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 19]",Self-employed,"[146378, 158343]",Secondary,10,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 19]",Private,"[146378, 158343]",Higher,10,Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 22]",Private,"[61850, 82777]",Higher,9,Separated,Tech,Not-in-family,Black,Female,0,0,40,North-America,<=50K
"[20, 22]",Government,"[61850, 82777]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,Other,>50K
"[20, 22]",Self-employed,"[65704, 132320]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 22]",Private,"[65704, 132320]",Higher,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,40,North-America,<=50K
20,Private,"[147171, 157541]",Secondary,10,Single,Sales,Own-child,White,Male,0,0,40,North-America,<=50K
20,Private,"[147171, 157541]",Secondary,10,Married,Manual,Husband,Asian-Pac-Islander,Male,0,0,40,North-America,>50K
"[21, 23]",Self-employed,"[133471, 145964]",Secondary,10,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[21, 23]",Private,"[133471, 145964]",Secondary,10,Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
18,Private,"[161063, 163787]",Secondary,9,Single,Service,Own-child,White,Male,0,0,40,Central-America,<=50K
18,Private,"[161063, 163787]",Higher,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,>50K
"[19, 20]",Private,"[162667, 164320]",Secondary,9,Single,Tech,Other-relative,White,Male,0,0,40,North-America,<=50K
"[19, 20]",Private,"[162667, 164320]",Secondary,9,Single,Manual,Unmarried,Black,Female,0,0,40,North-America,<=50K
"[20, 21]",Private,"[163965, 166851]",Secondary,9,Married,Service,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 21]",Private,"[163965, 166851]",Secondary,9,Separated,Service,Unmarried,White,Female,0,0,40,North-America,<=50K
"[20, 21]",Private,"[160968, 161092]",Basic,10,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[20, 21]",Other,"[160968, 161092]",Secondary,10,Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
22,Government,"[163870, 167615]",Secondary,9,Separated,Clerical,Unmarried,White,Female,0,0,40,Central-America,<=50K
22,Private,"[163870, 167615]",Secondary,9,Single,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
22,Private,"[167787, 182163]",Higher,9,Single,Management,Other-relative,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
22,Private,"[167787, 182163]",Secondary,9,Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[21, 23]",Other,"[180837, 182606]",Secondary,"[9, 10]",Separated,Other,Not-in-family,White,Male,0,0,40,North-America,>50K
"[21, 23]",Private,"[180837, 182606]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[21, 22]",Private,"[182614, 184543]",Higher,10,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[21, 22]",Self-employed,"[182614, 184543]",Secondary,10,Separated,Sales,Unmarried,Black,Male,0,0,40,North-America,<=50K
"[23, 24]",Private,"[60331, 60668]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 24]",Private,"[60331, 60668]",Higher,9,Separated,Service,Other-relative,Black,Male,0,0,40,North-America,<=50K
"[24, 26]",Other,"[33610, 88126]",Basic,9,Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[24, 26]",Private,"[33610, 88126]",Secondary,9,Single,Service,Unmarried,White,Female,0,0,40,North-America,<=50K
26,Self-employed,"[33610, 68991]",Higher,9,Separated,Management,Unmarried,Asian-Pac-Islander,Female,0,0,40,North-America,<=50K
26,Private,"[33610, 68991]",Secondary,9,Single,Management,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[26, 27]",Self-employed,"[84977, 86872]",Higher,9,Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[26, 27]",Private,"[84977, 86872]",Secondary,9,Separated,Service,Unmarried,White,Female,0,0,40,Central-America,<=50K
"[25, 27]",Government,"[88922, 132326]",Higher,"[9, 10]",Single,Management,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[25, 27]",Government,"[88922, 132326]",Higher,"[9, 10]",Separated,Service,Unmarried,White,Male,0,0,40,North-America,<=50K
"[24, 26]",Private,"[134004, 134787]",Basic,10,Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[24, 26]",Government,"[134004, 134787]",Higher,10,Separated,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[24, 26]",Private,"[146343, 157894]",Secondary,10,Single,Service,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[24, 26]",Government,"[146343, 157894]",Secondary,10,Married,Service,Husband,White,Male,0,0,40,North-America,<=50K
"[26, 27]",Private,"[146764, 152240]",Secondary,10,Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[26, 27]",Private,"[146764, 152240]",Higher,10,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 24]",Government,"[161092, 162228]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[23, 24]",Private,"[161092, 162228]",Secondary,9,Married,Sales,Unmarried,White,Female,0,0,40,North-America,<=50K
"[24, 27]",Private,"[161155, 162312]",Secondary,9,Single,Manual,Own-child,Black,Male,0,0,40,North-America,<=50K
"[24, 27]",Private,"[161155, 162312]",Secondary,9,Single,Manual,Not-in-family,Black,Male,0,0,40,North-America,<=50K
"[26, 27]",Private,"[164938, 165519]",Secondary,9,Single,Service,Own-child,White,Male,0,0,40,North-America,<=50K
"[26, 27]",Private,"[164938, 165519]",Higher,9,Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[25, 26]",Government,"[160261, 169727]",Secondary,"[9, 10]",Married,Management,Husband,Black,Male,0,0,40,North-America,>50K
"[25, 26]",Private,"[160261, 169727]",Secondary,"[9, 10]",Separated,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
23,Private,"[161874, 173679]",Secondary,10,Single,Manual,Not-in-family,Black,Male,0,0,40,North-America,<=50K
23,Private,"[161874, 173679]",Basic,10,Married,Manual,Husband,White,Male,0,0,40,Central-America,>50K
23,Government,"[181820, 182615]",Secondary,10,Married,Clerical,Husband,White,Male,0,0,40,North-America,>50K
23,Private,"[181820, 182615]",Secondary,10,Married,Clerical,Husband,Black,Male,0,0,40,North-America,<=50K
"[23, 24]",Self-employed,"[162919, 182812]",Higher,10,Separated,Management,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 24]",Other,"[162919, 182812]",Higher,10,Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[25, 26]",Private,"[175044, 182771]",Higher,10,Married,Professional,Wife,White,Female,0,0,40,North-America,<=50K
"[25, 26]",Government,"[175044, 182771]",Higher,10,Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[27, 28]",Private,"[60288, 60726]",Secondary,9,Separated,Manual,Not-in-family,Black,Female,0,0,40,North-America,<=50K
"[27, 28]",Private,"[60288, 60726]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
28,Government,"[60726, 61487]",Higher,9,Married,Manual,Husband,Black,Male,0,0,40,North-America,<=50K
28,Private,"[60726, 61487]",Secondary,9,Married,Tech,Husband,White,Male,0,0,40,North-America,<=50K
"[28, 29]",Government,"[60722, 66095]",Higher,9,Married,Tech,Husband,White,Male,0,0,40,North-America,<=50K
"[28, 29]",Private,"[60722, 66095]",Basic,9,Married,Manual,Other-relative,White,Male,0,0,40,Central-America,<=50K
28,Private,"[77760, 82488]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
28,Government,"[77760, 82488]",Higher,9,Single,Management,Not-in-family,White,Female,0,0,40,North-America,>50K
"[29, 30]",Private,"[60426, 67053]",Higher,9,Married,Professional,Other-relative,White,Male,0,0,40,North-America,>50K
"[29, 30]",Self-employed,"[60426, 67053]",Secondary,9,Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
29,Private,"[78261, 84560]",Higher,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
29,Other,"[78261, 84560]",Secondary,9,Single,Other,Own-child,White,Male,0,0,40,Other,<=50K
30,Private,"[65920, 66278]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
30,Government,"[65920, 66278]",Secondary,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
31,Government,"[59083, 73514]",Secondary,9,Separated,Clerical,Unmarried,White,Female,0,0,40,North-America,<=50K
31,Private,"[59083, 73514]",Basic,9,Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
28,Private,"[129624, 162298]",Higher,9,Married,Service,Husband,Black,Male,0,0,40,North-America,>50K
28,Private,"[129624, 162298]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[29, 30]",Self-employed,"[164040, 167790]",Secondary,9,Married,Sales,Wife,White,Female,0,0,40,North-America,>50K
"[29, 30]",Private,"[164040, 167790]",Basic,9,Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 31]",Government,"[167987, 169240]",Secondary,9,Married,Manual,Husband,Black,Male,0,0,40,North-America,<=50K
"[28, 31]",Private,"[167987, 169240]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,>50K
"[29, 30]",Private,"[132565, 169631]",Secondary,"[9, 10]",Single,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,North-America,<=50K
"[29, 30]",Private,"[132565, 169631]",Secondary,"[9, 10]",Married,Manual,Husband,Asian-Pac-Islander,Male,0,0,40,North-America,<=50K
28,Self-employed,"[181776, 181916]",Basic,10,Married,Manual,Husband,White,Male,0,0,40,North-America,>50K
28,Private,"[181776, 181916]",Higher,10,Single,Management,Not-in-family,Black,Male,0,0,40,North-America,>50K
"[28, 29]",Private,"[173611, 183175]",Higher,10,Separated,Sales,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[28, 29]",Private,"[173611, 183175]",Higher,10,Married,Sales,Husband,White,Male,0,0,40,Other,<=50K
"[29, 30]",Private,"[173647, 173652]",Higher,10,Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[29, 30]",Private,"[173647, 173652]",Basic,10,Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[30, 31]",Private,"[157886, 182714]",Secondary,10,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[30, 31]",Other,"[157886, 182714]",Basic,10,Separated,Other,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[31, 32]",Private,"[62165, 84119]",Secondary,9,Single,Service,Not-in-family,Black,Male,0,0,40,North-America,<=50K
"[31, 32]",Private,"[62165, 84119]",Secondary,9,Married,Clerical,Husband,Black,Male,0,0,40,North-America,<=50K
33,Government,"[69748, 80058]",Basic,9,Single,Manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
33,Private,"[69748, 80058]",Secondary,9,Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[32, 33]",Other,"[86808, 87605]",Basic,9,Separated,Other,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,North-America,<=50K
"[32, 33]",Self-employed,"[86808, 87605]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[31, 32]",Private,"[132601, 160362]",Higher,10,Separated,Clerical,Not-in-family,White,Female,0,0,40,Other,<=50K
