age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
"[18, 28]",Private,"[29810, 177578]",Higher,"[9, 10]",Separated,Management,Own-child,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Government,"[29810, 177578]",Secondary,"[9, 10]",Married,Clerical,Own-child,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Government,"[29810, 177578]",Secondary,"[9, 10]",Married,Service,Husband,Black,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Basic,"[9, 10]",Single,Manual,Unmarried,White,Male,0,0,"[38, 40]",Other,<=50K
"[18, 28]",Private,"[29810, 177578]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Secondary,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,"[38, 40]",Other,>50K
"[18, 28]",Self-employed,"[29810, 177578]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Self-employed,"[29810, 177578]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Higher,"[9, 10]",Married,Tech,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Secondary,"[9, 10]",Separated,Clerical,Unmarried,White,Female,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Private,"[29810, 177578]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,"[38, 40]",North-America,<=50K
"[18, 28]",Government,"[29810, 177578]",Higher,"[9, 10]",Married,Professional,Husband,Black,Male,0,0,"[38, 40]",North-America,>50K
"[18, 28]",Private,"[29810, 177578]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 40]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Higher,"[9, 10]",Separated,Management,Unmarried,White,Female,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Government,"[29361, 183845]",Higher,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Higher,"[9, 10]",Single,Professional,Not-in-family,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Secondary,"[9, 10]",Married,Management,Wife,Other,Female,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Secondary,"[9, 10]",Single,Service,Own-child,White,Female,0,0,"[38, 39]",Other,<=50K
"[29, 36]",Private,"[29361, 183845]",Higher,"[9, 10]",Married,Professional,Wife,White,Female,0,0,"[38, 39]",Other,>50K
"[29, 36]",Government,"[29361, 183845]",Higher,"[9, 10]",Separated,Management,Not-in-family,White,Male,0,0,"[38, 39]",North-America,>50K
"[29, 36]",Self-employed,"[29361, 183845]",Secondary,"[9, 10]",Separated,Management,Not-in-family,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Secondary,"[9, 10]",Married,Tech,Husband,White,Male,0,0,"[38, 39]",North-America,>50K
"[29, 36]",Private,"[29361, 183845]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",Central-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,"[38, 39]",Other,<=50K
"[29, 36]",Private,"[29361, 183845]",Secondary,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Private,"[29361, 183845]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[29, 36]",Other,"[29361, 183845]",Basic,"[9, 10]",Married,Other,Not-in-family,White,Male,0,0,"[38, 39]",Other,<=50K
"[29, 36]",Private,"[29361, 183845]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,"[38, 39]",North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Separated,Tech,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Separated,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,40,North-America,>50K
"[19, 23]",Self-employed,"[33831, 184207]",Secondary,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[19, 23]",Other,"[33831, 184207]",Secondary,"[9, 10]",Single,Other,Own-child,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Single,Professional,Own-child,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Higher,"[9, 10]",Separated,Sales,Own-child,Black,Female,0,0,40,North-America,<=50K
"[19, 23]",Self-employed,"[33831, 184207]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Married,Professional,Other-relative,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Secondary,"[9, 10]",Single,Service,Own-child,White,Male,0,0,40,Central-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Higher,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Other,"[33831, 184207]",Basic,"[9, 10]",Married,Other,Husband,White,Male,0,0,40,North-America,<=50K
"[19, 23]",Private,"[33831, 184207]",Basic,"[9, 10]",Single,Service,Own-child,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Government,"[67467, 184216]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,Other,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Married,Service,Wife,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Separated,Manual,Not-in-family,White,Female,0,0,40,North-America,>50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Separated,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Government,"[67467, 184216]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[67467, 184216]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Basic,"[9, 10]",Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[67467, 184216]",Higher,"[9, 10]",Single,Professional,Not-in-family,White,Female,0,0,40,North-America,>50K
"[23, 27]",Private,"[67467, 184216]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Separated,Manual,Unmarried,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Separated,Manual,Unmarried,Black,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[67467, 184216]",Secondary,"[9, 10]",Married,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[23, 27]",Government,"[67467, 184216]",Higher,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Government,"[33678, 184723]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Self-employed,"[33678, 184723]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Private,"[33678, 184723]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Private,"[33678, 184723]",Higher,"[9, 10]",Separated,Management,Unmarried,White,Female,0,0,40,Other,<=50K
"[28, 32]",Government,"[33678, 184723]",Secondary,"[9, 10]",Single,Service,Own-child,Black,Male,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 184723]",Higher,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Private,"[33678, 184723]",Higher,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Self-employed,"[33678, 184723]",Higher,"[9, 10]",Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 184723]",Secondary,"[9, 10]",Single,Tech,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 184723]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Self-employed,"[33678, 184723]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,>50K
"[28, 32]",Other,"[33678, 184723]",Basic,"[9, 10]",Single,Other,Own-child,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 184723]",Basic,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Government,"[33678, 184723]",Secondary,"[9, 10]",Single,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 184723]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[28, 32]",Private,"[33678, 184723]",Higher,"[9, 10]",Single,Sales,Other-relative,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[32, 37]",Self-employed,"[59944, 180805]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,>50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Married,Sales,Wife,White,Female,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Female,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Self-employed,"[59944, 180805]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Government,"[59944, 180805]",Higher,"[9, 10]",Married,Manual,Husband,Black,Male,0,0,40,North-America,>50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Single,Service,Own-child,White,Female,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Higher,"[9, 10]",Married,Management,Husband,White,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Higher,"[9, 10]",Single,Management,Own-child,Black,Male,0,0,40,Other,<=50K
"[32, 37]",Government,"[59944, 180805]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Single,Service,Own-child,Black,Male,0,0,40,North-America,<=50K
"[32, 37]",Private,"[59944, 180805]",Higher,"[9, 10]",Married,Management,Wife,White,Female,0,0,40,North-America,>50K
"[32, 37]",Private,"[59944, 180805]",Secondary,"[9, 10]",Single,Clerical,Own-child,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Higher,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,40,North-America,>50K
"[18, 23]",Other,"[61850, 158343]",Secondary,"[9, 10]",Married,Other,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Secondary,"[9, 10]",Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Higher,"[9, 10]",Single,Sales,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Secondary,"[9, 10]",Single,Service,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Self-employed,"[61850, 158343]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Higher,"[9, 10]",Separated,Tech,Not-in-family,Black,Female,0,0,40,North-America,<=50K
"[18, 23]",Government,"[61850, 158343]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,Other,>50K
"[18, 23]",Self-employed,"[61850, 158343]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Higher,"[9, 10]",Married,Clerical,Wife,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Secondary,"[9, 10]",Single,Sales,Own-child,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Secondary,"[9, 10]",Married,Manual,Husband,Asian-Pac-Islander,Male,0,0,40,North-America,>50K
"[18, 23]",Self-employed,"[61850, 158343]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[61850, 158343]",Secondary,"[9, 10]",Single,Sales,Own-child,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Single,Service,Own-child,White,Male,0,0,40,Central-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Higher,"[9, 10]",Single,Professional,Not-in-family,White,Female,0,0,40,North-America,>50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Single,Tech,Other-relative,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Single,Manual,Unmarried,Black,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Separated,Service,Unmarried,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Other,"[160968, 184543]",Secondary,"[9, 10]",Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Government,"[160968, 184543]",Secondary,"[9, 10]",Separated,Clerical,Unmarried,White,Female,0,0,40,Central-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Single,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Higher,"[9, 10]",Single,Management,Other-relative,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Other,"[160968, 184543]",Secondary,"[9, 10]",Separated,Other,Not-in-family,White,Male,0,0,40,North-America,>50K
"[18, 23]",Private,"[160968, 184543]",Secondary,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Private,"[160968, 184543]",Higher,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[18, 23]",Self-employed,"[160968, 184543]",Secondary,"[9, 10]",Separated,Sales,Unmarried,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Secondary,"[9, 10]",Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Higher,"[9, 10]",Separated,Service,Other-relative,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Other,"[33610, 157894]",Basic,"[9, 10]",Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Secondary,"[9, 10]",Single,Service,Unmarried,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Self-employed,"[33610, 157894]",Higher,"[9, 10]",Separated,Management,Unmarried,Asian-Pac-Islander,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Secondary,"[9, 10]",Single,Management,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
"[23, 27]",Self-employed,"[33610, 157894]",Higher,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[33610, 157894]",Secondary,"[9, 10]",Separated,Service,Unmarried,White,Female,0,0,40,Central-America,<=50K
"[23, 27]",Government,"[33610, 157894]",Higher,"[9, 10]",Single,Management,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[33610, 157894]",Higher,"[9, 10]",Separated,Service,Unmarried,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Basic,"[9, 10]",Single,Manual,Own-child,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[33610, 157894]",Higher,"[9, 10]",Separated,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Secondary,"[9, 10]",Single,Service,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[33610, 157894]",Secondary,"[9, 10]",Married,Service,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[33610, 157894]",Secondary,"[9, 10]",Married,Sales,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[33610, 157894]",Higher,"[9, 10]",Single,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[160261, 182812]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Married,Sales,Unmarried,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Single,Manual,Own-child,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Single,Manual,Not-in-family,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Single,Service,Own-child,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,<=50K
"[23, 27]",Government,"[160261, 182812]",Secondary,"[9, 10]",Married,Management,Husband,Black,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Separated,Clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Single,Manual,Not-in-family,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Basic,"[9, 10]",Married,Manual,Husband,White,Male,0,0,40,Central-America,>50K
"[23, 27]",Government,"[160261, 182812]",Secondary,"[9, 10]",Married,Clerical,Husband,White,Male,0,0,40,North-America,>50K
"[23, 27]",Private,"[160261, 182812]",Secondary,"[9, 10]",Married,Clerical,Husband,Black,Male,0,0,40,North-America,<=50K
"[23, 27]",Self-employed,"[160261, 182812]",Higher,"[9, 10]",Separated,Management,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Other,"[160261, 182812]",Higher,"[9, 10]",Separated,Other,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Private,"[160261, 182812]",Higher,"[9, 10]",Married,Professional,Wife,White,Female,0,0,40,North-America,<=50K
"[23, 27]",Government,"[160261, 182812]",Higher,"[9, 10]",Married,Professional,Husband,White,Male,0,0,40,North-America,>50K
"[27, 31]",Private,"[59083, 84560]",Secondary,9,Separated,Manual,Not-in-family,Black,Female,0,0,40,North-America,<=50K
"[27, 31]",Private,"[59083, 84560]",Secondary,9,Married,Manual,Husband,White,Male,0,0,40,North-America,<=50K
"[27, 31]",Government,"[59083, 84560]",Higher,9,Married,Manual,Husband,Black,Male,0,0,40,North-America,<=50K
"[27, 31]",Private,"[59083, 84560]",Secondary,9,Married,Tech,Husband,White,Male,0,0,40,North-America,<=50K
"[27, 31]",Government,"[59083, 84560]",Higher,9,Married,Tech,Husband,White,Male,0,0,40,North-America,<=50K
"[27, 31]",Private,"[59083, 84560]",Basic,9,Married,Manual,Other-relative,White,Male,0,0,40,Central-America,<=50K
"[27, 31]",Private,"[59083, 84560]",Secondary,9,Separated,Manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[27, 31]",Government,"[59083, 84560]",Higher,9,Single,Management,Not-in-family,White,Female,0,0,40,North-America,>50K
"[27, 31]",Private,"[59083, 84560]",Higher,9,Married,Professional,Other-relative,White,Male,0,0,40,North-America,>50K
"[27, 31]",Self-employed,"[59083, 84560]",Secondary,9,Single,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
"[27, 31]",Private,"[59083, 84560]",Higher,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[27, 31]",Other,"[59083, 84560]",Secondary,9,Single,Other,Own-child,White,Male,0,0,40,Other,<=50K
"[27, 31]",Private,"[59083, 84560]",Higher,9,Married,Management,Husband,White,Male,0,0,40,North-America,>50K
"[27, 31]",Government,"[59083, 84560]",Secondary,9,Single,Professional,Not-in-family,White,Female,0,0,40,North-America,<=50K
"[27, 31]",Government,"[59083, 84560]",Secondary,9,Separated,Clerical,Unmarried,White,Female,0,0,40,North-America,<=50K
